Category,Item Name,Price,Description,Veg/Non-veg,Rating,Restaurant Index
Shakes,Cold Coffee With Ice Cream,205,Cold Coffee With Ice Cream,Veg,4.0,3
Shakes,Vanilla Shake,184,Vanilla Shake,Veg,4.0,3
Shakes,Mango Shake,200,Mango Shake,Veg,4.0,3
Shakes,Banana Hazelnut Shake,205,Banana Hazelnut Shake,Veg,4.0,3
Shakes,Strawberry Shake,190,Strawberry Shake,Veg,4.0,3
Shakes,Chocolate Shake,205,Chocolate Shake,Veg,4.0,3
Shakes,Coffee Caramel Shake,220,Coffee Caramel Shake,Veg,4.0,3
Shakes,Banana Caramel Shake,195,Banana Caramel Shake,Veg,4.0,3
Shakes,Red Velvet Shake,220,"Chocolate, strawberry",Veg,4.0,3
Shakes,Oreo Shake,220,Oreo Shake,Veg,4.0,3
Shakes,Kitkat Shake,220,Kitkat Shake,Veg,4.0,3
Shakes,Mango Cheese Cake Shake,245,Mango Cheese Cake Shake,Veg,4.0,3
Desserts,Gulab Jamun (2 Pieces),70,Gulab Jamun (2 Pieces),Veg,4.0,3
Desserts,1 Scoop Vanilla Ice Cream +Strawberry /Chocolate Sauce,80,1 Scoop Vanilla Ice Cream +Strawberry /Chocolate Sauce,Veg,4.0,3
Desserts,1 Piece Gulab Jamun +1 Scoop Vanilla Ice Cream,105,1 Piece Gulab Jamun +1 Scoop Vanilla Ice Cream,Veg,4.0,3
Desserts,Rava Kesari,130,Rava Kesari,Veg,4.0,3
Juice Concoction,Fresh Fruit Juice (By Glass),160,Fresh Fruit Juice (By Glass),Veg,4.0,3
Extras,Chole Bhature,195,Chole Bhature,Veg,4.0,3
Extras,Pav Bhaji,205,Pav Bhaji,Veg,4.0,3
Extras,Gun Powder Dry,40,Gun Powder Dry,Veg,4.0,3
Extras,Gun Powder With Oil,45,Gun Powder With Oil,Veg,4.0,3
Extras,Gun Powder Dwith Ghee,50,Gun Powder Dwith Ghee,Veg,4.0,3
Extras,Filter Coffee,95,Filter Coffee,Veg,4.0,3
Extras,Plain Roti (Per Piece),35,Plain Roti (Per Piece),Veg,4.0,3
Extras,Butter Roti (Per Piece),45,Butter Roti (Per Piece),Veg,4.0,3
Extras,Lachha Paratha(Per Piece),85,Lachha Paratha(Per Piece),Veg,4.0,3
Extras,Plain Naan (Per Piece),80,Plain Naan (Per Piece),Veg,4.0,3
Extras,Butter Naan(Per Piece),110,Butter Naan(Per Piece),Veg,4.0,3
Extras,Malabar Paratha (Per Piece),105,Malabar Paratha (Per Piece),Veg,4.0,3
Extras,Baby Lachha (Per Piece),50,Baby Lachha (Per Piece),Veg,4.0,3
Extras,Baby Naan(Per Piece),50,Baby Naan(Per Piece),Veg,4.0,3
Extras,Bhatura (Per Piece),60,Bhatura (Per Piece),Veg,4.0,3
Extras,Appam(Per Piece),60,Appam(Per Piece),Veg,4.0,3
Extras,2 Extra Poori,45,2 Extra Poori,Veg,4.0,3
Extras,Extra Rice,100,Extra Rice,Veg,4.0,3
Extras,Extra Butter/Ghee,25,Extra Butter/Ghee,Veg,4.0,3
Extras,Extra Raita/Curd,45,Extra Raita/Curd,Veg,4.0,3
Extras,Extra Pav,35,Extra Pav,Veg,4.0,3
Extras,Extra Cheese,60,Extra Cheese,Veg,4.0,3
Extras,Extra Cholley,60,Extra Cholley,Veg,4.0,3
Tandoori Snacks,Paneer Tikka (8 Pieces),340,Paneer Tikka (8 Pieces),Veg,4.0,3
Tandoori Snacks,Hyderabadi Tikka (Pudina),355,Hyderabadi Tikka (Pudina),Veg,4.0,3
Tandoori Snacks,Vegetable Seekh Kebab,275,Vegetable Seekh Kebab,Veg,4.0,3
Tandoori Snacks,Achari Paneer Tikka,350,Achari Paneer Tikka,Veg,4.0,3
Indian Curry,Afghani Paneer,370,Afghani Paneer,Veg,4.0,3
Indian Curry,Paneer Lababdar,370,Paneer Lababdar,Veg,4.0,3
Indian Curry,Paneer Hyderabadi (Pudina),370,Paneer Hyderabadi (Pudina),Veg,4.0,3
Indian Curry,Paneer Peshawari,365,Paneer Peshawari,Veg,4.0,3
Indian Curry,Paneer Tikka Masala,370,Paneer Tikka Masala,Veg,4.0,3
Indian Curry,Kali Mirch Paneer,355,Kali Mirch Paneer,Veg,4.0,3
Indian Curry,Paneer Do Pyaza,350,Paneer Do Pyaza,Veg,4.0,3
Indian Curry,Paneer Takatak,355,Paneer Takatak,Veg,4.0,3
Indian Curry,Handi Paneer,365,Handi Paneer,Veg,4.0,3
Indian Curry,Paneer Makhani (Red Tomato Gravy),365,Paneer Makhani (Red Tomato Gravy),Veg,4.0,3
Indian Curry,Paneer Butter Masala,370,Paneer Butter Masala,Veg,4.0,3
Indian Curry,Shahi Paneer,375,Shahi Paneer,Veg,4.0,3
Indian Curry,Methi Paneer,375,Methi Paneer,Veg,4.0,3
Indian Curry,Kadhai Paneer,365,Kadhai Paneer,Veg,4.0,3
Indian Curry,Paneer Adraki,365,Paneer Adraki,Veg,4.0,3
Indian Curry,Paneer Achari Masala,365,Paneer Achari Masala,Veg,4.0,3
Indian Curry,Palak Paneer,350,Palak Paneer,Veg,4.0,3
Indian Curry,Matar Paneer,350,Matar Paneer,Veg,4.0,3
Indian Curry,Dhaniya Mushroom,380,Dhaniya Mushroom,Veg,4.0,3
Indian Curry,Mushroom Masala,375,Mushroom Masala,Veg,4.0,3
Indian Curry,Kalimirch Mushroom,375,Kalimirch Mushroom,Veg,4.0,3
Indian Curry,Kumbh Muttar,375,Kumbh Muttar,Veg,4.0,3
Indian Curry,Mushroom Tomato,375,Mushroom Tomato,Veg,4.0,3
Indian Curry,Lazeez Malai Kofta,375,Lazeez Malai Kofta,Veg,4.0,3
Indian Curry,Hariyali Kofta,345,Hariyali Kofta,Veg,4.0,3
Indian Curry,Punjabi Kofta,345,Punjabi Kofta,Veg,4.0,3
Indian Curry,Gobhi Chaman,290,Gobhi Chaman,Veg,4.0,3
Indian Curry,Khade Masale Ka Aloo,270,Khade Masale Ka Aloo,Veg,4.0,3
Indian Curry,Dum Aloo Banarasi,345,Dum Aloo Banarasi,Veg,4.0,3
Indian Curry,Hyderabadi Dum Aloo,345,Hyderabadi Dum Aloo,Veg,4.0,3
Indian Curry,Methi Muttar Malai Corn,365,Methi Muttar Malai Corn,Veg,4.0,3
Indian Curry,Navratan Korma,370,Navratan Korma,Veg,4.0,3
Indian Curry,Veg Jaipuri,340,Veg Jaipuri,Veg,4.0,3
Indian Curry,Gobhi Bhujiya,280,Gobhi Bhujiya,Veg,4.0,3
Indian Curry,Aloo Gobhi Muttar,280,Aloo Gobhi Muttar,Veg,4.0,3
Indian Curry,Paneer Tamatar Ki Bhurji,375,Paneer Tamatar Ki Bhurji,Veg,4.0,3
Indian Curry,Veg Jhalfrezi,340,Veg Jhalfrezi,Veg,4.0,3
Indian Curry,Mix Vegetable,340,Mix Vegetable,Veg,4.0,3
Indian Curry,Zeera Aloo,260,Zeera Aloo,Veg,4.0,3
Indian Curry,Masala Muttar,290,Masala Muttar,Veg,4.0,3
Indian Curry,Butter Cheese Msala(Yellow gravy),370,Butter Cheese Msala(Yellow gravy),Veg,4.0,3
Dal,Dal Bukhara,310,Dal Bukhara,Veg,4.0,3
Dal,Dal Handi,295,Dal Handi,Veg,4.0,3
Dal,Dal Makhani,300,Dal Makhani,Veg,4.0,3
Dal,Dal Sultani (Arhar Fry),280,Dal Sultani (Arhar Fry),Veg,4.0,3
Dal,Pindi Chana,275,Pindi Chana,Veg,4.0,3
Dal,Kabuli Chana,275,Kabuli Chana,Veg,4.0,3
Breads,Tandoori Roti,35,Tandoori Roti,Veg,4.0,3
Breads,Butter Tandoori Roti,45,Butter Tandoori Roti,Veg,4.0,3
Breads,Lachedar Paratha,90,Lachedar Paratha,Veg,4.0,3
Breads,Pudina Paratha,100,Pudina Paratha,Veg,4.0,3
Breads,Ajwain Paratha,100,Ajwain Paratha,Veg,4.0,3
Breads,Plain Naan,90,Plain Naan,Veg,4.0,3
Breads,Butter Naan,110,Butter Naan,Veg,4.0,3
Breads,Stuff Naan,110,Stuff Naan,Veg,4.0,3
Breads,Stuff Kulcha,115,Stuff Kulcha,Veg,4.0,3
Breads,Missi Roti,95,Missi Roti,Veg,4.0,3
Recommended,"Bati Chokha Thali (2 Sattu Bati, Chokha, Chatani, Salad, Mirch Ka Achar) (Serves 1)",100,"Bati Chokha Thali (2 Sattu Bati, Chokha, Chatani, Salad, Mirch Ka Achar) (Serves 1)",Veg,4.0,4
Recommended,Sadi Thali,200,"2 Sattu Bati, Chokha, Matke Wali Dal, Chawal,Chatani, Salad, Ghee, MIrch Ka Achar.",Veg,4.0,4
Recommended,Special Thali,250,"1 Sattu Bati, 1 Paneer Bati or Sattu, Bati, Chokha, Matke Wali Dal, Chawal,Chatani, Salad, Ghee, Mirch Ka Achar, Kheer.",Veg,4.0,4
Recommended,Bati Chokha +Kheer Thali,150,"2 Sattu Bati ,Chokha,Chatni,Achar,Salad,Matke Wali kheer.",Veg,4.0,4
Recommended,Sattu Bati (1 Pcs),25,Sattu Bati (1 Pcs),Veg,4.0,4
Recommended,Chokha,50,Chokha,Veg,4.0,4
Recommended,Matke Wali Dal,60,Matke Wali Dal,Veg,4.0,4
Recommended,Matar Paneer,120,"A rich, creamy curry of soft succulent paneer and plenty of onions in a wonderful medley of spices, herbs and tomatoes.",Veg,4.0,4
Recommended,Paneer Butter Masala,120,A flavour packed preparation with soft paneer cubes simmered in a rich and thick butter based gravy.,Veg,4.0,4
Recommended,Chawal,50,Chawal,Veg,4.0,4
Recommended,Kheer,60,Kheer,Veg,4.0,4
Thali,"Bati Chokha Thali (2 Sattu Bati, Chokha, Chatani, Salad, Mirch Ka Achar) (Serves 1)",100,"Bati Chokha Thali (2 Sattu Bati, Chokha, Chatani, Salad, Mirch Ka Achar) (Serves 1)",Veg,4.0,4
Thali,Sadi Thali,200,"2 Sattu Bati, Chokha, Matke Wali Dal, Chawal,Chatani, Salad, Ghee, MIrch Ka Achar.",Veg,4.0,4
Thali,Special Thali,250,"1 Sattu Bati, 1 Paneer Bati or Sattu, Bati, Chokha, Matke Wali Dal, Chawal,Chatani, Salad, Ghee, Mirch Ka Achar, Kheer.",Veg,4.0,4
Thali,Bati Chokha +Kheer Thali,150,"2 Sattu Bati ,Chokha,Chatni,Achar,Salad,Matke Wali kheer.",Veg,4.0,4
None,Sadi Bati (1 Pcs),20,Sadi Bati (1 Pcs),Veg,4.0,4
None,Sattu Bati (1 Pcs),25,Sattu Bati (1 Pcs),Veg,4.0,4
None,Paneer Bati (1 Pcs),30,Paneer Bati (1 Pcs),Veg,4.0,4
None,Chokha,50,Chokha,Veg,4.0,4
None,Matke Wali Dal,60,Matke Wali Dal,Veg,4.0,4
None,Shahi Paneer,120,Shahi Paneer,Veg,4.0,4
None,Matar Paneer,120,"A rich, creamy curry of soft succulent paneer and plenty of onions in a wonderful medley of spices, herbs and tomatoes.",Veg,4.0,4
None,Chilli Paneer,120,Chilli Paneer,Veg,4.0,4
None,Paneer Butter Masala,120,A flavour packed preparation with soft paneer cubes simmered in a rich and thick butter based gravy.,Veg,4.0,4
None,Sattu Paratha,70,Sattu Paratha,Veg,4.0,4
None,Aloo Paratha,70,Aloo Paratha,Veg,4.0,4
None,Paneer Paratha,80,Paneer Paratha,Veg,4.0,4
None,Tawa Roti,10,Tawa Roti,Veg,4.0,4
None,Butter Roti,15,Butter Roti,Veg,4.0,4
None,Chawal,50,Chawal,Veg,4.0,4
Desserts,Kheer,60,Kheer,Veg,4.0,4
Tanduri Roti,Tanduri Chicken Biryani,300,Tanduri Chicken Biryani,Non-veg,3.8,5
Tanduri Roti,Muttan Corma,400,Muttan Corma,Non-veg,3.8,5
Tanduri Roti,Kadhai Chicken,299,Kadhai Chicken,Non-veg,3.8,5
Tanduri Roti,Chicken Kali Mirch,370,Chicken Kali Mirch,Non-veg,3.8,5
Tanduri Roti,Chicken Corma ,350,Chicken Corma ,Non-veg,3.8,5
Tanduri Roti,Kaju Corma,330,Kaju Corma,Veg,3.8,5
Tanduri Roti,Kaju Curry,290,Kaju Curry,Veg,3.8,5
Tanduri Roti,Butter Garlick Mashroom,220,Butter Garlick Mashroom,Veg,3.8,5
Tanduri Roti,Mashroom Biryani,199,Mashroom Biryani,Veg,3.8,5
Tanduri Roti,Aalu Kulcha,39,Aalu Kulcha,Veg,3.8,5
Tanduri Roti,Masala Mixi Roti,35,Masala Mixi Roti,Veg,3.8,5
Tanduri Roti,Mixi Roti,25,Mixi Roti,Veg,3.8,5
Tanduri Roti,Paneer Kulchaa,49,Paneer Kulchaa,Veg,3.8,5
Tanduri Roti,Chez Naan,60,Chez Naan,Veg,3.8,5
Tanduri Roti,Garlick Naan,45,Garlick Naan,Veg,3.8,5
Tanduri Roti,Lacha Pratha,22,Lacha Pratha,Veg,3.8,5
Tanduri Roti,Pudhana Pratha,30,Pudhana Pratha,Veg,3.8,5
Tanduri Roti,Plan Naan,25,Plan Naan,Veg,3.8,5
Tanduri Roti,Butter Naan,30,Butter Naan,Veg,3.8,5
Tanduri Roti,Butter Roti,17,Butter Roti,Veg,3.8,5
Tanduri Roti,Tanduri Roti,15,Tanduri Roti,Veg,3.8,5
Tanduri Roti,Mutton Chaap,480,Mutton Chaap,Non-veg,3.8,5
Breads,Tawa Paratha,25,Tawa Paratha,Veg,3.8,5
Breads,Tawa Roti,16,Tawa Roti,Veg,3.8,5
Biryanis,Veg Biryani,170,Veg Biryani,Veg,3.8,5
Biryanis,Mutton Biryani,290,Mutton Biryani,Non-veg,3.8,5
Biryanis,Chicken Biryani,249,Chicken Biryani,Non-veg,3.8,5
Chinese Starter,Chilli Paneer Dry,199,Chilli Paneer Dry,Veg,3.8,5
Chinese Starter,Chilli Paneer Gravy,210,Chilli Paneer Gravy,Veg,3.8,5
Chinese Starter,Veg Manchurian Dry,120,Veg Manchurian Dry,Veg,3.8,5
Chinese Starter,Veg Manchurian Gravy,120,Veg Manchurian Gravy,Veg,3.8,5
Chinese Starter,Crispy Corn Dry,150,Crispy Corn Dry,Veg,3.8,5
Chinese Starter,Crispy Corn Gravy,160,Crispy Corn Gravy,Veg,3.8,5
Chinese Starter,Crispy Honey Chilli Potato,130,Crispy Honey Chilli Potato,Veg,3.8,5
Chinese Starter,Gobhi Manchurian Dry,139,Gobhi Manchurian Dry,Veg,3.8,5
Chinese Starter,Gobhi Manchurian Gravy,139,Gobhi Manchurian Gravy,Veg,3.8,5
Chinese Starter,Chilli Mushroom,155,Chilli Mushroom,Veg,3.8,5
Chinese Starter,Veg Lolipop,120,Veg Lolipop,Veg,3.8,5
Chinese Starter,Veg Spring Roll,99,Veg Spring Roll,Veg,3.8,5
Non Veg,Chilli Chicken Dry,220,Chilli Chicken Dry,Non-veg,3.8,5
Non Veg,Chilli Chicken Gravy,230,Chilli Chicken Gravy,Non-veg,3.8,5
Non Veg,Chicken Manchurian Dry,220,Chicken Manchurian Dry,Non-veg,3.8,5
Non Veg,Chicken Manchurian Gravy,159,Chicken Manchurian Gravy,Non-veg,3.8,5
Non Veg,Chicken Salt and Pepper,220,Chicken Salt and Pepper,Non-veg,3.8,5
Non Veg,Honey Chilli Chicken,240,Honey Chilli Chicken,Non-veg,3.8,5
Non Veg,Chicken Spring Roll,149,Chicken Spring Roll,Non-veg,3.8,5
Non Veg,Butter Chicken,270,Butter Chicken,Non-veg,3.8,5
Non Veg,Chicken Do Pyaza,320,Chicken Do Pyaza,Non-veg,3.8,5
Non Veg,Chicken Masala,310,Chicken Masala,Non-veg,3.8,5
Non Veg,Home Style Chicken Curry,250,Home Style Chicken Curry,Non-veg,3.8,5
Non Veg,Chicken Rustam,260,Chicken Rustam,Non-veg,3.8,5
Non Veg,Murgh Matka ,330,Murgh Matka ,Non-veg,3.8,5
Non Veg,Chicken Tikka Masala,220,Chicken Tikka Masala,Non-veg,3.8,5
Non Veg,Hydrabadi Chicken,300,Hydrabadi Chicken,Non-veg,3.8,5
Non Veg,Chicken Rara,350,Chicken Rara,Non-veg,3.8,5
Non Veg,Chicken Lolipop,199,Chicken Lolipop,Non-veg,3.8,5
Non Veg,Murgh Makhani,220,Murgh Makhani,Non-veg,3.8,5
Indian and South Indian Starter,Fish Amritsari,159,Fish Amritsari,Non-veg,3.8,5
Indian and South Indian Starter,Appolo Fish,159,Appolo Fish,Non-veg,3.8,5
Indian and South Indian Starter,Chicken 65,169,Chicken 65,Non-veg,3.8,5
Indian and South Indian Starter,Nallore Chicken,169,Nallore Chicken,Non-veg,3.8,5
None,Paneer Tikka,180,Paneer Tikka,Veg,3.8,5
None,Achari Paneer Tikka,190,Achari Paneer Tikka,Veg,3.8,5
None,Pesawari Paneer Tikka,180,Pesawari Paneer Tikka,Veg,3.8,5
None,Tandoori Mushroom,159,Tandoori Mushroom,Veg,3.8,5
None,Malai Paneer Tikka,180,Malai Paneer Tikka,Veg,3.8,5
None,Hara Bhara Kabab,139,Hara Bhara Kabab,Veg,3.8,5
None,Corn Seek Kabab,149,Corn Seek Kabab,Veg,3.8,5
None,Tadoori Chicken,350,Tadoori Chicken,Non-veg,3.8,5
None,Chicken Tikka,199,Chicken Tikka,Non-veg,3.8,5
None,Malai Murgh,199,Malai Murgh,Non-veg,3.8,5
None,Chicken Nababi,199,Chicken Nababi,Non-veg,3.8,5
None,Resmi Murgh,219,Resmi Murgh,Non-veg,3.8,5
None,Afgani Chicken,170,Afgani Chicken,Non-veg,3.8,5
None,Irani Chicken Tikka,199,Irani Chicken Tikka,Non-veg,3.8,5
None,Fish Tikka,210,Fish Tikka,Non-veg,3.8,5
None,Lasooni Fish Tikka,210,Lasooni Fish Tikka,Non-veg,3.8,5
Tea,Tea,20,Tea,Veg,3.8,5
Tea,Black Tea,15,Black Tea,Veg,3.8,5
Tea,Lemon Tea,20,Lemon Tea,Veg,3.8,5
Tea,Ice Tea,35,Ice Tea,Veg,3.8,5
Tea,Coffee,25,Coffee,Veg,3.8,5
Tea,Black Coffee,20,Black Coffee,Veg,3.8,5
Shake,Sweet Lassi,50,Sweet Lassi,Veg,3.8,5
Shake,Salted Lassi,40,Salted Lassi,Veg,3.8,5
Shake,Butter Milk,30,Butter Milk,Veg,3.8,5
Shake,Cold Coffee,50,Cold Coffee,Veg,3.8,5
Shake,Vanilla Milk Shake,60,Vanilla Milk Shake,Veg,3.8,5
Shake,Banaan Shake,65,Banaan Shake,Veg,3.8,5
Shake,Fresh Lime Soda,50,Fresh Lime Soda,Veg,3.8,5
Shake,Virgin Mojito,80,Virgin Mojito,Veg,3.8,5
Veg Soup,Veg Manchow Soup,59,Veg Manchow Soup,Veg,3.8,5
Veg Soup,Hot and Sour Soup,59,Hot and Sour Soup,Veg,3.8,5
Veg Soup,Sweet Corn Soup,59,Sweet Corn Soup,Veg,3.8,5
Veg Soup,Lemon Coriander Soup,69,Lemon Coriander Soup,Veg,3.8,5
Veg Soup,Tomato Soup,69,Tomato Soup,Veg,3.8,5
Veg Soup,Cream Of Mushroom Soup,69,Cream Of Mushroom Soup,Veg,3.8,5
Non Veg Soup,Chicken Manchow Soup,79,Chicken Manchow Soup,Non-veg,3.8,5
Non Veg Soup,Chicken Hot and Sour Soup,79,Chicken Hot and Sour Soup,Non-veg,3.8,5
Non Veg Soup,Chicken Sweet Corn Soup,79,Chicken Sweet Corn Soup,Non-veg,3.8,5
Non Veg Soup,Chicken Lemon Coriander Soup,79,Chicken Lemon Coriander Soup,Non-veg,3.8,5
Non Veg Soup,Chicken Cream Of Mushroom Soup,79,Chicken Cream Of Mushroom Soup,Non-veg,3.8,5
Pakoda,Onion Pakoda,99,Onion Pakoda,Veg,3.8,5
Pakoda,Veg Pakoda,99,Veg Pakoda,Veg,3.8,5
Pakoda,Paneer Pakoda,129,Paneer Pakoda,Veg,3.8,5
Sandwich,Veg Sandwich,79,Veg Sandwich,Veg,3.8,5
Sandwich,Veg Cheese Sandwich,89,Veg Cheese Sandwich,Veg,3.8,5
Sandwich,Veg Club Sandwich,110,Veg Club Sandwich,Veg,3.8,5
Sandwich,Paneer Sandwich,100,Paneer Sandwich,Veg,3.8,5
Non Veg Sandwich,Chicken Sandwich,120,Chicken Sandwich,Non-veg,3.8,5
Non Veg Sandwich,Chicken Club Sandwich,130,Chicken Club Sandwich,Non-veg,3.8,5
Non Veg Sandwich,Egg Sandwich,100,Egg Sandwich,Non-veg,3.8,5
Burger,Veg Burger,55,Veg Burger,Veg,3.8,5
Burger,Veg Cheese Burger,69,Veg Cheese Burger,Veg,3.8,5
Burger,Paneer Burger,89,Paneer Burger,Veg,3.8,5
Non Veg Burger,Chicken Burger,120,Chicken Burger,Non-veg,3.8,5
Non Veg Burger,Egg Burger,80,Egg Burger,Non-veg,3.8,5
Omelette,Plain Omelette,39,Plain Omelette,Non-veg,3.8,5
Omelette,Masala Omelette,49,Masala Omelette,Non-veg,3.8,5
Omelette,Cheese Omelette,49,Cheese Omelette,Non-veg,3.8,5
Omelette,Masala Cheese Omelette,59,Masala Cheese Omelette,Non-veg,3.8,5
Omelette,Egg Bhurji,79,Egg Bhurji,Non-veg,3.8,5
Roll,Veg Kathi Roll,80,Veg Kathi Roll,Veg,3.8,5
Roll,Paneer Kathi Roll,110,Paneer Kathi Roll,Veg,3.8,5
Non Veg Roll,Egg Kathi Roll,110,Egg Kathi Roll,Non-veg,3.8,5
Non Veg Roll,Chicken Kathi Roll,149,Chicken Kathi Roll,Non-veg,3.8,5
Non Veg Roll,Chicken Shawarma Roll,149,Chicken Shawarma Roll,Non-veg,3.8,5
Contienetal Food,Cheese Boll,120,Cheese Boll,Veg,3.8,5
Mutton,Mutton Rogan Josh,330,Mutton Rogan Josh,Non-veg,3.8,5
Mutton,Mutton Do Pyaza,340,Mutton Do Pyaza,Non-veg,3.8,5
Mutton,Mutton Masala,270,Mutton Masala,Non-veg,3.8,5
Mutton,Lal Maas,330,Lal Maas,Non-veg,3.8,5
Mutton,Mutton Curry,299,Mutton Curry,Non-veg,3.8,5
Mutton,Bhuna Gosht,350,Bhuna Gosht,Non-veg,3.8,5
Mutton,Rara Gosht,360,Rara Gosht,Non-veg,3.8,5
Fish,Fish Curry,250,Fish Curry,Non-veg,3.8,5
Fish,Bengali Fish Curry,260,Bengali Fish Curry,Non-veg,3.8,5
Fish,Achari Fish Curry,270,Achari Fish Curry,Non-veg,3.8,5
Dal,Dal Fry,99,Dal Fry,Veg,3.8,5
Dal,Dal Tadka,110,Dal Tadka,Veg,3.8,5
Dal,Dal Makhani,140,Dal Makhani,Veg,3.8,5
Dal,Dal Bukhara,165,Dal Bukhara,Veg,3.8,5
Chinese,Veg Fried Rice,120,Veg Fried Rice,Veg,3.8,5
Chinese,Schezwan Fried Rice,150,Schezwan Fried Rice,Veg,3.8,5
Chinese,Singapuri,130,Singapuri,Veg,3.8,5
Chinese,Burn Garlic Fried Rice,170,Burn Garlic Fried Rice,Veg,3.8,5
Chinese,Veg Noodles,140,Veg Noodles,Veg,3.8,5
Chinese,Veg Schezwan Noodles,170,Veg Schezwan Noodles,Veg,3.8,5
Chinese,Burn Garlic Noodles,140,Burn Garlic Noodles,Veg,3.8,5
Main Course,Mix Veg,140,Mix Veg,Veg,3.8,5
Main Course,Navratan Korma,199,Navratan Korma,Veg,3.8,5
Main Course,Methi Mutter Malai,200,Methi Mutter Malai,Veg,3.8,5
Main Course,Aloo Jeera,110,Aloo Jeera,Veg,3.8,5
Main Course,Aloo Gobhi Adrakhi ,130,Aloo Gobhi Adrakhi ,Veg,3.8,5
Main Course,Mutter Paneer,199,Mutter Paneer,Veg,3.8,5
Main Course,Paneer Makhanwala,230,Paneer Makhanwala,Veg,3.8,5
Main Course,Kadai Paneer,199,Kadai Paneer,Veg,3.8,5
Main Course,Palak Paneer,180,Palak Paneer,Veg,3.8,5
Main Course,Paneer Butter Masala,220,Paneer Butter Masala,Veg,3.8,5
Main Course,Paneer Do Pyaza,219,Paneer Do Pyaza,Veg,3.8,5
Main Course,Shahi Paneer,240,Shahi Paneer,Veg,3.8,5
Main Course,Paneer Pasanda,269,Paneer Pasanda,Veg,3.8,5
Main Course,Kadai Veg,130,Kadai Veg,Veg,3.8,5
Main Course,Veg Zalfrezi,120,Veg Zalfrezi,Veg,3.8,5
Main Course,Paneer Tikka Masala,159,Paneer Tikka Masala,Veg,3.8,5
Main Course,Veg Kofta,150,Veg Kofta,Veg,3.8,5
Main Course,Malai Kofta,240,Malai Kofta,Veg,3.8,5
Main Course,Mushroom Masala,180,Mushroom Masala,Veg,3.8,5
Egg,Egg Curry,100,Egg Curry,Non-veg,3.8,5
Egg,Egg Masala,120,Egg Masala,Non-veg,3.8,5
Egg,Omelette Curry,140,Omelette Curry,Non-veg,3.8,5
Non Veg Chinese,Chicken Fried Rice,150,Chicken Fried Rice,Non-veg,3.8,5
Non Veg Chinese,Chicken Schezwan Fried Rice,150,Chicken Schezwan Fried Rice,Non-veg,3.8,5
Non Veg Chinese,Egg Fried Rice,130,Egg Fried Rice,Non-veg,3.8,5
Non Veg Chinese,Egg Noodles,140,Egg Noodles,Non-veg,3.8,5
Non Veg Chinese,Chicken Noodles,150,Chicken Noodles,Non-veg,3.8,5
Non Veg Chinese,Chicken Schezwan Noodles,160,Chicken Schezwan Noodles,Non-veg,3.8,5
Rice,Steam Rice,75,Steam Rice,Veg,3.8,5
Rice,Jeera Rice,85,Jeera Rice,Veg,3.8,5
Rice,Kashmiri Pulao,120,Kashmiri Pulao,Veg,3.8,5
Rice,Veg Pulao,110,Veg Pulao,Veg,3.8,5
Pizza,"8"" Veg Pizza",130,"8"" Veg Pizza",Veg,3.8,5
Pizza,"8"" Veg Margherita Pizza",110,"8"" Veg Margherita Pizza",Veg,3.8,5
Pizza,"8"" Paneer Pizza",130,"8"" Paneer Pizza",Veg,3.8,5
Pizza,"8"" Mushroom Pizza",130,"8"" Mushroom Pizza",Veg,3.8,5
Non Veg Pizza,"8"" Chicken Pizza",150,"8"" Chicken Pizza",Non-veg,3.8,5
Recommended,Chilli Potato Dry + Vegetable Spring Roll,489,Chilli Potato Dry + Vegetable Spring Roll,Veg,4.0,6
Recommended,Kadai Paneer + 2 Butter Roti + Veg Pulao,528,Kadai Paneer + 2 Butter Roti + Veg Pulao,Veg,4.0,6
Recommended,Veg Burger (With Wafers) + Cheese Burger (With Wafers),299,Veg Burger (With Wafers) + Cheese Burger (With Wafers),Veg,4.0,6
Recommended,Chicken Biryani + Chicken Malai Tikka,656,Chicken Biryani + Chicken Malai Tikka,Non-veg,4.0,6
Recommended,Chicken Masala + 2 Butter Roti + Plain Rice,605,Chicken Masala + 2 Butter Roti + Plain Rice,Non-veg,4.0,6
Recommended,Veg Manchurian Gravy + Veg Fried Rice,229,Veg Manchurian Gravy + Veg Fried Rice,Veg,4.0,6
Recommended,Chilli Chicken Gravy + Veg Fried Rice,229,Chilli Chicken Gravy + Veg Fried Rice,Non-veg,4.0,6
Recommended,Chilli Paneer Dry,283,Chilli Paneer Dry,Veg,4.0,6
Recommended,Egg Fried Rice,231,Egg Fried Rice,Non-veg,4.0,6
Recommended,Veg Hakka Chow mein,251,Veg Hakka Chow mein,Veg,4.0,6
Recommended,Gobi Manchurian,270,Gobi Manchurian,Veg,4.0,6
Recommended,Tandoori Paneer Tikka,257,Tandoori Paneer Tikka,Veg,4.0,6
Recommended,Tandoori Chicken,283,Tandoori Chicken,Non-veg,4.0,6
Recommended,Chicken Malai Tikka,296,Chicken Malai Tikka,Non-veg,4.0,6
Recommended,Chicken Reshmi Tikka,296,Chicken Reshmi Tikka,Non-veg,4.0,6
Recommended,Chicken Tikka Kebab,296,Chicken Tikka Kebab,Non-veg,4.0,6
Recommended,Kadai Paneer,270,Kadai Paneer,Veg,4.0,6
Recommended,Paneer Lababdar,257,Paneer Lababdar,Veg,4.0,6
